Girl in the Cadillac,120,1998,1.83,Drama,Comedy,Drama
Tapia,137,1994,9.69,Documentary,Drama,Drama|War
Tempest,136,1996,6.13,Comedy|Drama,Action|Thriller,Documentary
Coherence,139,2016,5.26,Drama|Mystery|Sci-Fi|Thriller,Comedy,Drama
Over Your Dead Body,109,1997,7.15,Horror,Sci-Fi,Documentary|Thriller
Alamo Bay,128,2016,8.56,Action|Drama|Romance,Drama,Thriller
Making of a Legend: Gone with the Wind The,129,2011,8.14,Documentary,Documentary,Crime|Drama|Film-Noir|Thriller
Carmen Comes Home (Karumen kokyo ni kaeru),127,1997,1.48,Comedy,Crime|Drama|Thriller,Action|Thriller|War
Saludos Amigos,104,2003,3.42,Animation|Children|Comedy,Drama|Mystery,Drama|Fantasy|Romance
Rulers of the City,110,2009,6.5,Action|Comedy|Crime,Comedy,Action|Crime|Drama
Hitcher The,141,2000,2.26,Action|Horror|Thriller,Drama|Romance,Drama
Berta's Motives (Los motivos de Berta: Fantasía de Pubertad),122,2015,9.58,Drama,Comedy|Western,Action|Adventure|Fantasy
Drummer-Crab (Le Crabe-Tambour),144,2011,4.74,Adventure|Drama|War,Adventure|Animation|Children,Drama
Lavender Hill Mob The,131,2008,6.05,Comedy|Crime,Drama|Romance,Drama
Cuba,144,2015,1.21,Action|Adventure|War,Action|Fantasy|Thriller,Animation|Children|Fantasy|Mystery
War Is Over The (Guerre est finie La),105,1997,4.84,Drama,Crime|Drama|Thriller,Action|Adventure
Patema Inverted,148,2004,9.1,Adventure|Animation|Drama|Fantasy|Sci-Fi,Comedy,Documentary
House of the Rising Sun,123,1997,6.87,Action|Crime|Drama|Thriller,Comedy|Drama|Fantasy,Action
Sicko,138,1997,9.78,Documentary|Drama,Crime|Drama|Romance,Comedy|Romance
Crippled Masters (Tian can di que),141,2013,4.49,Action|Drama,Action|Crime|Drama,Comedy|Romance
Good Doctor The,142,1996,5.61,Drama|Mystery|Thriller,Drama|Sci-Fi,Action|Thriller
Autumn in New York,145,2004,3.75,Drama|Romance,Adventure|Children|Sci-Fi,Drama|Romance|Thriller
Jerusalem,116,2016,4.47,Drama,Drama|Fantasy|Mystery|Romance|Sci-Fi,Comedy
Samaritan The,137,2011,8.53,Drama|Thriller,Drama,Thriller
Company,115,1999,5.78,Drama|Musical,Comedy,Comedy|Drama|Romance
The Uninvited Guest,119,2012,5.84,Drama|Horror|Mystery|Thriller,Crime|Horror|Thriller,Drama|Thriller
Morning of the Earth,127,1990,7.6,Documentary,Crime|Mystery,Documentary
Desperado,127,2013,7.71,Action|Romance|Western,Action|Drama,Crime|Drama|Film-Noir
Sisterhood of the Traveling Pants 2 The,102,2010,3.76,Adventure|Comedy|Drama|Romance,Drama,Comedy|Sci-Fi
Crimson Rivers The (Rivières pourpres Les),146,2009,7.62,Crime|Drama|Mystery|Thriller,Animation|Children|Comedy,Comedy|Drama
Circus The,116,2001,7.89,Comedy,Crime|Drama,Crime|Drama
Tommy,146,1996,2.32,Drama|Musical,Crime|Drama|Thriller,Action|Adventure|Animation|Children
Pride,109,1994,9.59,Drama,Drama,Comedy
Apache Country,131,2011,5.25,Action|Western,Crime|Drama|Film-Noir,Drama|Romance
A Home at the End of the World,139,1998,7.04,Drama|Romance,Crime|Drama,Drama
Road Trip: Beer Pong,113,1992,4.32,Comedy,Comedy,Comedy
Eddie Izzard: Circle,126,2015,1.56,Comedy,Drama|Romance,(no genres listed)
Heads,109,1997,1.84,Comedy|Crime,Animation|Fantasy|Musical,Comedy
Last Godfather The,114,2018,9.87,Comedy,Crime|Drama|Film-Noir,Comedy|Drama
Eighth Day The (Den Åttonde dagen),135,2006,3.05,Children|Drama,Documentary,Comedy|Romance
Love! Valour! Compassion!,140,1997,1.22,Drama|Romance,Comedy|Drama,Drama
Vatel,123,2019,4.33,Drama,Comedy|Drama,Animation
Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle La),133,2004,1.89,Comedy|Drama,Comedy|Horror|Musical,Drama
Cape Fear,123,1994,9.08,Thriller,Action|Drama,Drama
Tenant The (Locataire Le),112,1999,9.27,Drama|Horror|Mystery|Thriller,Drama|Romance,Documentary
Betrayed (True and the Brave The),150,1999,8.85,Drama|Romance|Thriller|War,Documentary,Drama
Band of Brothers,137,1992,1.42,Action|Drama|War,Drama|Horror|Mystery|Thriller,Comedy|Crime|Drama
Milagro Beanfield War,128,2003,9.88,Comedy|Drama|Fantasy,Documentary,Drama
Love Wrecked,137,2008,5.26,Comedy|Romance,Drama,Action|Drama|Romance|Sci-Fi
Gaucho The,138,2004,4.97,Adventure|Romance,Comedy|Drama,Crime|Drama|Film-Noir
Two Weeks in Another Town,103,2003,2.4,Drama,Crime,Sci-Fi
Suddenly (Tan de Repente),126,2010,9.91,Comedy|Drama,Crime|Drama,Drama
Blackout (Murder by Proxy),117,2002,4.06,Crime|Drama|Thriller,Documentary,Comedy|Drama
World of Apu The (Apur Sansar),141,1990,1.64,Drama,Comedy|Romance,Action|Adventure|Thriller
Elizabeth I,147,1999,3.1,Drama,Adventure|Crime|Drama,Drama
Voll Normaaal,141,2001,1.59,Comedy,Documentary,Comedy
Nibelungen: Siegfried Die,128,1991,6.45,Adventure|Drama|Fantasy,Drama,Comedy|Fantasy|Romance
Beginning of the End,133,1996,5.48,Sci-Fi,Drama,Drama
From the Earth to the Moon,141,1990,2.09,Adventure|Fantasy|Sci-Fi,Drama|Romance,Comedy
Paint Your Wagon,148,1992,1.86,Comedy|Musical|Western,Drama|Mystery|Thriller,Comedy
Hippie Revolution The,141,2019,4.56,Documentary,Comedy,Drama|Musical
Mount St. Elias,139,2020,1.64,Documentary,Crime|Drama,Drama
Violence at Noon (Hakuchu no torima),103,2020,7.31,Drama,Comedy|Drama|Horror,Documentary
Yossi & Jagger,124,2012,3.52,Drama|Romance,Crime|Drama,Documentary
Goofy Movies Number One,129,2004,1.18,Comedy,Drama,Crime
Class The (Entre les murs),147,1997,7.78,Drama,Documentary,Adventure|Sci-Fi|Thriller
Vengeance Can Wait,145,2012,4.11,Comedy|Drama|Romance,Sci-Fi,Crime|Drama|Romance
Primal,127,2019,8.27,Horror|Thriller,Drama,Comedy|Drama
Undisputed,119,1998,2.07,Drama,Drama|Musical|Romance,Drama
Transsiberian,126,2007,6.58,Crime|Drama|Thriller,Comedy,Action|Thriller
Ordinary Decent Criminal,108,2008,4.93,Comedy|Crime,Drama|Romance,Comedy|Drama|Romance
Natural Selection,104,2019,7.52,Comedy|Drama,Comedy|Horror,Drama|Mystery|Sci-Fi|Thriller
Cold Storage,103,1999,3.05,Thriller,Comedy|Romance,Drama|Thriller
Summer of '04 (Sommer '04),140,2020,9.13,Drama,Comedy|Romance,Drama
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),131,2000,2.66,Action|Romance,Comedy|Romance,Action|Drama|Thriller
Along Came Jones,116,2009,1.42,Comedy|Romance|Western,Musical,Action|Thriller
Take the Money and Run,146,1990,5.24,Comedy|Crime,Drama,IMAX
Executive Suite,109,1999,5.52,Drama,Documentary,Comedy|Romance
Godzilla 2000 (Gojira ni-sen mireniamu),140,2006,6.25,Action|Adventure|Sci-Fi,Comedy,Crime|Horror|Thriller
New York Lightboard Record,103,2003,1.8,Animation|Documentary,Comedy|Drama|Sci-Fi,Sci-Fi
Our Beloved Month of August (Aquele Querido Mês de Agosto),122,2019,4.94,Romance,Action|Adventure,Drama
Man's Favorite Sport?,119,1991,2.33,Comedy,Crime|Horror|Thriller,Drama
Playing for Keeps,147,1996,5.51,Comedy,Comedy|Drama,Comedy|Crime|Drama
Beginner's Guide to Endings A,103,2001,9.03,Comedy|Drama,Comedy|Crime|Drama,Comedy|Drama|Musical
Reel Rock 7 ,134,1991,7.21,Documentary,Crime|Drama,Action|Adventure|Fantasy
Black Widow,150,2002,2.93,Drama|Mystery,Comedy|Musical,Drama|Thriller
Postman The,141,2006,5.82,Action|Adventure|Drama|Sci-Fi,Documentary,Comedy|Romance
Claymation Christmas Celebration A,119,2003,6.11,Animation|Children|Comedy|Musical,Western,Drama
Manborg,112,2000,6.39,Action|Adventure|Comedy,Comedy|Drama,Drama|Fantasy|Mystery
Vanishing The (Spoorloos),129,2005,8.36,Drama|Thriller,Drama,Documentary
Beloved,148,1993,9.09,Drama,Drama,Documentary
Invisible Circus The,130,2013,3.17,Drama|Romance,Horror,Documentary|War
My Bollywood Bride,115,2017,5.06,Comedy|Drama|Romance,Documentary,Comedy|Drama
See Here Private Hargrove,141,2017,8.08,Comedy|Romance|War,Horror,(no genres listed)
Walk of Shame,111,2006,4.3,Comedy,Documentary,Drama
The Happy Road,145,2007,2.26,Comedy,Horror|Sci-Fi,Horror
Before Night Falls,110,1998,4.79,Drama,Drama,Comedy|Drama
Jesus Christ Superstar,136,2009,4.04,Drama|Musical,Film-Noir|Romance|Thriller,Comedy|Romance
Light It Up,110,2004,4.27,Drama,Drama,Documentary
Tenth Man The,143,1991,6.08,Drama|War,Animation|Children|Fantasy|Romance,Comedy
Ice Pirates The,127,2019,5.7,Action|Adventure|Comedy|Sci-Fi,Comedy|Drama,Drama|Romance
Days and Clouds (Giorni e nuvole),135,2005,2.79,Drama,Crime|Drama|Thriller,Documentary
Pajama Party,148,2009,9.43,Comedy,Action|Drama|Thriller|Western,Comedy|Crime
Light Sleeper,133,1995,5.84,Crime|Drama,Comedy,Crime|Drama|Mystery
Insider The,116,1993,5.25,Drama|Thriller,Action|Drama|Fantasy|Horror,Drama
Waiter (Ober),134,2002,5.08,Comedy,Mystery|Thriller,Action|Horror
Jailhouse Rock,112,2014,4.76,Crime|Drama|Musical|Romance,Documentary,Action|Horror|Sci-Fi
Erkan & Stefan 2,133,2015,5.13,Comedy,Action|Crime|Thriller,Drama
Soldier of Fortune,114,2019,1.87,Adventure|Crime|Drama|Romance|Thriller,Comedy,Drama|Fantasy|Mystery|Romance|Sci-Fi
One Wonderful Sunday (Subarashiki nichiyobi),122,2002,6.1,Drama|Romance,Adventure|Drama|War,Animation
Little Nikita,131,2005,3.77,Drama,Comedy,Comedy|Drama
Horror Express,112,2006,8.74,Horror,Action|Crime|Drama|Thriller,Drama
Mighty Joe Young,137,1991,6.33,Adventure|Children|Drama,Comedy|Horror,Drama
Breed The,123,2004,5.36,Action|Adventure|Horror,Comedy|Drama|Romance,Documentary
Fools Rush In,115,2014,3.21,Comedy|Drama|Romance,Comedy|Drama|Romance,Action|Adventure|Thriller
Condo Painting,110,1991,5.76,Documentary,Action|Crime|Drama,Comedy
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,124,2009,1.51,Comedy|War,Comedy|Romance,Mystery|Thriller|War
True Love,118,1999,9.03,Comedy,Drama,Comedy|Western
Change-Up The,119,1997,9.67,Comedy,Action|Drama|Romance|Sci-Fi,Adventure|Children
College Road Trip,138,2002,6.4,Comedy,Comedy,Drama|Thriller
10 Years,133,2011,2.94,Comedy|Drama|Romance,Documentary|Drama|Thriller,Fantasy
Sign of Four The,148,2011,4.72,Adventure|Crime|Drama,Crime|Drama|Thriller,Drama|Mystery|Thriller
Take Out,115,1999,4.07,Drama,Drama,Drama
Independent The,118,1999,6.5,Comedy,Sci-Fi,Drama
Legend of Suram Fortress The (Ambavi Suramis tsikhitsa) ,123,2011,2.69,Drama,Action|Comedy|Fantasy,Comedy|Drama|Romance
Old Fashioned Way The,103,1998,8.6,Comedy,Crime|Drama|Mystery|Thriller,Comedy|Drama|Horror|Romance
Manslaughter (Drabet),142,2008,8.35,Drama,Comedy|Drama,Comedy|Drama|Romance
Lonely Street,143,2017,7.03,Comedy|Mystery,Comedy,Drama|Thriller
Road The,131,2002,3.71,Crime|Drama|Horror|Thriller,Drama|Film-Noir,Comedy|Drama
Or (a.k.a. My Treasure),125,2004,2.56,Drama,Documentary,Adventure|Children|Comedy|Fantasy|IMAX
Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack),117,1994,6.54,Children,Drama,Comedy|Western
Frank,134,2001,9.01,Comedy|Drama|Mystery,Action|Comedy,Drama
Aprile,150,1996,7.23,Comedy,Horror|Sci-Fi|Thriller,Crime|Drama
Mía,131,2001,1.69,Drama,Animation|Children,Adventure|Fantasy
Jonah: A VeggieTales Movie,111,2017,6.57,Animation|Children|Musical,Action|Adventure|Thriller,Documentary
Diên Biên Phú,122,1992,7.18,Drama|War,Drama|Mystery|Sci-Fi|Thriller,Drama|Romance
Bewitched (Alter Ego),108,1993,2.22,Crime|Drama|Film-Noir|Thriller,Action,Drama
Come and Get It,117,2013,9.8,Drama,Horror,Action|Crime|Thriller
Man-Proof,106,2017,4.12,Comedy|Drama|Romance,Comedy|Fantasy|Romance,Drama
Great Ziegfeld The,133,2013,8.35,Drama|Musical,Action|Sci-Fi,Drama|Romance
Kagi (Odd Obsession),140,2009,2.38,Drama,Comedy,Drama|Thriller
The Finzi Detective Agency,142,2019,5.66,Comedy|Crime,Drama,Horror|Thriller
One Husband Too Many,142,2003,1.55,Comedy|Romance,Documentary,Thriller
It Happened One Night,138,1990,5.92,Comedy|Romance,Drama|Western,Comedy|Fantasy|Horror
Haunted,116,1997,9.26,Drama|Thriller,Romance,Crime|Romance|Thriller
Following Sean,114,2016,1.17,Documentary,Documentary,Crime|Drama
Eagle Has Two Heads The (L'aigle à deux têtes),120,2015,3.8,Drama,Drama|Sci-Fi,Action|Adventure|Sci-Fi
Russia House The,124,2014,2.88,Drama|Thriller,Documentary,Comedy|Drama|Romance
Pandora's Box,133,2014,7.43,Drama|Thriller,Action|Drama,Drama
Navajo Joe,129,1997,6.46,Western,Drama|Romance|War,Drama
Tom Jones,107,1994,5.06,Adventure|Comedy|Romance,Comedy,Comedy|Drama|Romance
Dirty Sanchez: The Movie,131,2015,4.11,Comedy,(no genres listed),Documentary
Risky Business,150,2019,2.81,Comedy,Drama,Action|Mystery|Thriller
More,117,2005,2.88,Animation|Drama|Sci-Fi|IMAX,Action|Sci-Fi|Thriller,Action|Adventure
Derailed,134,2006,9.65,Action|Thriller,Drama,Action|Crime|Drama
Betty,145,2016,9.01,Drama,Adventure|Fantasy,Drama
Mansion of Madness The,128,2015,7.84,Horror,Drama|War,Horror|Thriller
The Hunting Ground,140,2001,8.13,Documentary,Comedy|Crime|Drama,Action|Crime|Thriller
Billu,105,2019,4.92,Comedy|Drama|Musical,Drama|War,Adventure|Fantasy|Romance|Sci-Fi|Thriller
1984,131,2019,5.97,Drama|Sci-Fi,Drama|Musical|Romance,Fantasy|Mystery|Thriller
Nothing to Lose,147,1995,7.25,Action|Adventure|Comedy|Crime,Drama,Drama
Gun in Betty Lou's Handbag The,128,2001,1.5,Comedy|Mystery,Documentary,Drama
Devil in the Flesh,150,2015,7.33,Drama|Romance,Comedy|Drama,Comedy|Crime|Drama
Married to It,123,1993,8.09,Comedy|Drama,Drama|Romance,Action|Adventure
Secret Admirer,119,1990,4.68,Comedy|Romance,Drama|Mystery|Thriller,Comedy|Sci-Fi|Thriller
Sanjuro (Tsubaki Sanjûrô),138,2011,8.7,Action|Adventure|Drama,Comedy|Documentary,(no genres listed)
Foster Brothers The (Süt kardesler),115,1995,9.19,Comedy,Drama,Comedy
Never Cry Wolf,138,2007,2.63,Adventure|Drama,Comedy|Crime,Action|Crime|Drama|Thriller
Shoot on Sight,138,1998,6.49,Crime|Drama,Comedy|Musical,Action|Thriller
Barnens ö,146,2002,3.32,Adventure|Children|Drama,Drama,Drama|Fantasy
AKA,149,1996,2.39,Drama,Adventure|Animation|Children|Fantasy|IMAX,Documentary
Stonewall Uprising,105,2020,1.2,Documentary,Drama,Comedy|Drama
Fastest Gun Alive The,142,1993,6.94,Western,Documentary,Action|Drama
The Do-Deca-Pentathlon,139,1998,5.8,Comedy,Comedy|Drama|Romance,Horror|Thriller
White Wedding (Noce blanche),107,2003,8.27,Drama|Romance,Action|Comedy|Crime|Romance|Thriller,Comedy|Horror
Timerider: The Adventure of Lyle Swann,136,1991,6.41,Action|Adventure|Sci-Fi|Western,Comedy|Crime|Romance,Drama|Thriller
About Last Night,150,2011,4.85,Comedy|Romance,Comedy|Drama,Drama|Romance
Love Actually,122,2006,1.66,Comedy|Drama|Romance,Drama,Documentary
Women in Trouble,149,1998,2.21,Comedy,Drama|Romance,Comedy
Dead & Buried,118,2003,7.7,Horror,Comedy|Drama|Romance,Drama|Fantasy|Musical
Alice in Wonderland,133,1999,3.14,Adventure|Animation|Children|Fantasy|Musical,Crime|Drama|Romance,Action|Adventure|Romance
No Holds Barred,137,2015,8.83,Action,Animation|Children|Fantasy|Musical,Crime|Drama
Crisis: Behind a Presidential Commitment,113,2020,4.56,Documentary,Drama,Drama
From Prada to Nada,125,2011,9.72,Comedy|Romance,Comedy|Drama,Drama|Thriller
Divorce Iranian Style,137,2008,3.21,Documentary,Comedy|Documentary,Action|Sci-Fi|Thriller
Nightcap (Merci pour le chocolat),133,2010,5.78,Crime|Thriller,Animation|Children|Fantasy|Mystery,Comedy
WikiRebels: The Documentary,135,1990,5.28,Documentary,Adventure|Animation|Children|Fantasy|IMAX,Comedy|Drama
Skulls The,138,2008,4.07,Thriller,Drama,Comedy|Drama
Major Dundee,137,2004,5.32,Adventure|War|Western,Comedy,Drama|Fantasy
Corn Island (Simindis kundzuli),133,2004,4.54,Drama,Crime|Drama,Documentary
Run All Night,126,2002,3.11,Action|Crime|Drama|Mystery|Thriller,Western,Documentary
Colourful (Karafuru),112,2020,4.28,Animation|Drama|Fantasy|Mystery,Drama,Drama
Kinjite: Forbidden Subjects,116,1991,1.66,Crime|Thriller,Comedy|Crime,Comedy|Drama
Lost Horizon,150,2017,3.15,Drama,Comedy|Romance,Animation|Children
Joy Ride,147,1990,4.74,Adventure|Thriller,Drama,Drama|Horror|Thriller
Yor the Hunter from the Future,129,1997,3.22,Sci-Fi,Action|Adventure|Sci-Fi,Drama|War
Sister My Sister,111,1999,7.16,Drama,Comedy,Horror|Thriller
Ice Age 4: Continental Drift,117,2012,1.04,Adventure|Animation|Comedy,Drama,Action|Adventure|Thriller
Swindle The (Bidone Il),125,2012,1.83,Drama,Drama,Adventure|Children|Sci-Fi
Passed Away,122,2001,2.75,Comedy,Comedy|Drama,Comedy|Musical
New York I Love You,142,1994,8.36,Drama|Romance,Comedy|Romance,Documentary
Shanghai Knights,133,2006,4.08,Action|Adventure|Comedy,Animation|Drama|War,Drama|Thriller
Cradle Will Rock,122,2014,7.02,Drama,Western,Adventure|Children|Comedy|Fantasy|Sci-Fi
When Ladies Meet,145,2011,3.81,Comedy|Drama|Romance,Crime|Mystery|Thriller,Drama
Girl of Your Dreams The (Niña de tus ojos La),129,2010,6.99,Comedy|Drama,Documentary,Drama
Way of the Gun The,130,2010,8.72,Crime|Thriller,Drama,(no genres listed)
General Died at Dawn The,135,1993,3.48,Adventure|Crime|Thriller,Drama,Comedy|Drama
Midsummer Night's Dream A,138,2013,6.91,Comedy|Fantasy|Romance,Drama|Thriller,Drama
Tyler Perry's Why Did I Get Married Too?,102,2019,7.88,Comedy,Film-Noir|Thriller,Horror|Thriller
Taking Sides,111,2019,6.69,Drama,Documentary,Drama
Rovaniemen markkinoilla,104,2013,9.98,Comedy|Musical,Action|Drama|Thriller,Drama
Odd Couple (Bo ming chan dao duo ming qiang) (Eternal Conflict),140,2014,7.35,Action|Adventure,Comedy,Drama
Remote Control,134,1996,7.94,Comedy|Drama,Drama,Drama
On Guard (Bossu Le),143,1990,7.35,Adventure|Drama,Adventure|Drama|Romance|Sci-Fi|Thriller,Crime|Drama
Girl From Nowhere The,145,2003,4.45,Drama|Romance,Drama,Comedy|Drama
Third Star,139,2020,1.18,Comedy|Drama,Documentary|Drama,Comedy
Tea For Two,134,1990,4.01,Comedy|Musical|Romance,Adventure|Fantasy,Horror|Thriller
Numbskull Emptybrook (Uuno Turhapuro),116,2000,3.03,Comedy,Children|Comedy,Drama|Romance|Western
Bean,142,2016,9.59,Comedy,Drama,Comedy
To Have and Have Not,103,2012,8.01,Adventure|Drama|Romance|Thriller|War,Comedy,Comedy|Thriller
Vasermil,118,2013,5.46,Drama,Crime|Drama|Thriller,Horror
Bis zum Ellenbogen,119,2003,8.42,Comedy,Action|Crime|Drama|Thriller,Documentary
Stolen Kisses (Baisers volés),104,1993,3.35,Comedy|Drama|Romance,Documentary,Comedy
21 Up,110,2011,7.49,Documentary,Comedy|Drama,Crime|Documentary
Gravedancers The,139,1991,2.58,Horror|Thriller,Drama,Drama|Sci-Fi
Takedown: The DNA of GSP,110,1995,2.26,Documentary,Drama|War,Fantasy|Romance|Thriller
Marina Abramovic: The Artist Is Present,142,2015,5.43,Documentary,Thriller,Drama
Hit Man,112,2007,2.22,Crime|Drama,Drama|Musical,Drama|Musical
Before and After,148,2009,6.1,Drama|Mystery,Fantasy|Musical|Romance,Comedy|Drama|Musical|Romance
Autumn Spring (Babí léto),143,2012,7.53,Comedy|Drama,Comedy|Drama,Documentary
Control,110,2004,4.33,Crime|Sci-Fi|Thriller,Action|Comedy|Horror|Thriller,Documentary
I Will Buy You (Anata kaimasu),122,2000,9.56,Drama,Comedy,Comedy|Horror
Wings of the Dove The,147,2016,5.77,Drama|Romance,Action|Drama|Thriller|War,Drama
Stars in My Crown,108,2008,2.09,Drama|Western,Drama,Action|Adventure
All That Jazz,116,2010,6.38,Drama|Fantasy|Musical,Documentary,Drama
East of Eden,137,2014,5.84,Drama,Comedy|Romance,Documentary
To End All Wars,112,2020,6.2,Action|Drama|War,Adventure|Drama|Horror|Mystery,Comedy
Armless,146,2015,7.69,Comedy,Animation|Children,Crime
Ghost Rider: Spirit of Vengeance,108,1999,9.12,Action|Fantasy|Thriller,Comedy|Drama,Comedy|Documentary
Presenting Lily Mars,102,1991,1.21,Comedy|Musical|Romance,Children|Drama,Adventure|Drama
Entre nos (Between Us),103,1990,3.25,Drama,Comedy|Drama,Drama
Sympathy for the Devil,113,2020,5.43,Documentary|Musical,Drama,Comedy|Romance
Merchants of Doubt,124,2014,7.24,Documentary,Documentary,Comedy|Crime
My Louisiana Sky,144,1999,7.53,Drama,Comedy|Western,Drama
JFK,131,2005,2.44,Drama|Mystery|Thriller,Drama,Comedy|Romance
Drama/Mex,144,2008,3.88,Drama,Drama,Drama|War
Student of the Year,150,2016,3.49,Comedy|Romance,Comedy,Horror|Thriller
The Last Journey,107,2014,8.29,Crime|Drama,Comedy|Drama|Fantasy|Romance,Drama
After the Rehearsal (Efter repetitionen),129,2012,3.17,Drama,Drama,Action|Fantasy|Sci-Fi
Dad,145,2007,8.97,Drama,Comedy,Drama|Romance
Mann tut was Mann kann,141,1993,2.69,Comedy,Drama|Romance,Comedy|Drama
The Floating Castle,120,2011,7.33,Comedy|Drama,Drama|Thriller|War,Comedy|Drama
Countdown to Zero,112,2010,6.15,Documentary,Action|Sci-Fi|Thriller,Documentary
Straits of Love and Hate The (Aien kyo),123,2016,1.96,Drama,Comedy|Romance,Comedy
Snow Cake,149,2004,1.52,Drama,Action|Crime|Thriller,Comedy|Drama
Guadalcanal Diary,109,2000,7.51,Action|War,Drama,Documentary
Great Day in the Morning,102,2008,3.62,Western,Comedy,Drama
Four Minutes (Vier Minuten),113,2015,3.11,Drama,Drama|War,Documentary
How High,104,2010,7.94,Comedy,Action|Adventure|Thriller,Horror
Bishop Murder Case The,115,1999,2.84,Mystery,Horror,Drama
All About Lola (Ce que je sais de Lola) (Lo que sé de Lola),117,2008,3.63,Romance,Comedy|Drama,Animation|Children
Expecting a Miracle,120,2009,4.4,Drama,Drama,Adventure|Horror|Thriller
2 Guns,117,1991,2.44,Action|Comedy|Crime,Action|Comedy,Documentary
Venom,126,2007,6.77,Horror|Thriller,Action|Drama,Action|Animation|Comedy|Sci-Fi
War of the Buttons,113,2014,3.39,Adventure|Children|Drama,Comedy|Drama|Romance,Drama
Lucky Number Slevin,134,2014,5.48,Crime|Drama|Mystery,Crime|Drama,Comedy|Drama
Wet Hot American Summer,123,2011,1.68,Comedy,Drama,Drama|Thriller|War
Frost/Nixon,110,2004,7.16,Drama,Adventure|Animation|Children,Comedy
Devil's Eye The (Djävulens öga),117,1994,5.01,Comedy|Drama|Fantasy,Drama|War,Crime|Western
Emerald Cowboy,131,2014,5.29,Documentary|Drama,Action|Crime|Thriller,Action|Adventure|Comedy|Fantasy
Adventures of Tom Sawyer The,111,1992,1.75,Adventure,Animation,Drama
Moliere,129,1998,9.59,Drama,Drama,Comedy
Mouth to Mouth (Boca a boca),126,2003,6.18,Comedy,Drama,Children|Comedy|Drama
Mamma Mia!,127,2016,4.2,Comedy|Musical|Romance,Comedy|Drama|Romance,Comedy|Drama|Romance
Bait,146,1993,2.76,Action|Horror|Thriller,Drama,Action|Comedy
Savior,118,1997,3.53,Drama|War,Comedy|Romance,Documentary
Nature of the Beast The,124,2017,3.48,Crime|Horror|Mystery|Thriller,Documentary,Drama
Secretary,112,1999,8.84,Comedy|Drama|Romance,Action|Romance|Sci-Fi|Thriller,Action|Adventure
Al Capone,125,1990,5.12,Crime|Drama,Comedy,Comedy|Romance
Little Lord Fauntleroy,131,2017,1.39,Children|Drama|Romance,Animation|Comedy,Action|Horror
Independence Day (a.k.a. ID4),136,1999,4.69,Action|Adventure|Sci-Fi|Thriller,Horror,Action|Animation|Drama
Bang Bang,104,1997,7.33,Comedy,Crime|Drama|Thriller,Drama
Nightwatch,102,1990,1.62,Horror|Thriller,(no genres listed),Action|Sci-Fi|Thriller
The Magical Legend of the Leprechauns,121,2020,9.04,Adventure|Children|Comedy|Fantasy|Romance,Drama|Fantasy|Romance,Drama
Convent The,144,2010,5.36,Horror|Sci-Fi,Comedy|Drama|Romance,Crime|Drama|Mystery
Assignment The,109,2009,1.3,Action|Thriller,Action|Adventure|Crime|Western,Drama|Romance
One Deadly Summer (L'été meurtrier),130,2015,4.34,Comedy|Drama|Mystery,Comedy|Crime|Drama|Thriller,Crime|Drama|Mystery
Paris Is Burning,122,2010,4.66,Documentary,Drama|Musical|Romance,Horror
Super The,134,1990,4.36,Comedy,Film-Noir|Mystery|Thriller,Drama
Autumn Leaves,139,1993,6.12,Drama,Drama|Romance,Documentary
Bluebeard,128,1993,8.45,Thriller,Comedy,Drama
Gerhard Richter Painting,120,2011,9.28,Documentary,Drama|War,Adventure|Mystery
Love in the Time of Hysteria (Sólo con tu pareja),102,2020,5.03,Comedy|Romance,Drama,Comedy|Drama
Strong Man The,102,2006,8.53,Comedy,Drama|Romance,Action|Crime|Drama
Vuonna 85,131,1996,4.9,Comedy,Comedy|Crime|Film-Noir,Drama
New Orleans Uncensored,106,2008,1.61,Crime|Drama|Film-Noir|Thriller,Comedy|Drama|Romance,Crime|Film-Noir
Tell Them Willie Boy is Here,114,2020,7.08,Drama|Western,Comedy|Romance,Drama
Make It Happen,113,2006,9.08,Drama,Comedy|Romance,Action|Comedy|Sci-Fi|Thriller
Lille Fridolf and I,131,2000,4.06,Comedy,Comedy,Action|Drama
Secret of the Wings,136,2016,6.49,Adventure|Animation|Children|Fantasy,Adventure|Children|Drama,Drama
Counterfeiters The (Die Fälscher),129,2002,5.6,Crime|Drama|War,Comedy|Horror|Mystery,Drama
#chicagoGirl: The Social Network Takes on a Dictator,109,1992,4.54,Documentary,Comedy,Drama|Film-Noir|Thriller
Good Lawyer's Wife A (Baramnan gajok),142,2004,9.54,Drama,Drama|Romance|War,Drama
Dead Within,121,2007,5.51,Drama|Horror|Thriller,Crime|Drama|Thriller,Comedy|Romance
The Great Alligator,127,2019,7.73,Horror,Comedy|Drama,Action
Perfect Getaway A,150,2001,1.79,Horror|Thriller,Drama,Action|Crime
Butch Cassidy and the Sundance Kid,114,2017,4.64,Action|Western,Crime|Drama|Mystery|Thriller,Documentary
Festival Express,149,2007,5.76,Documentary|Musical,Documentary|War,Documentary|Drama
